,date,calories,steps,dist,floors,sedant,active_light,active_fair,active_very,active_cals,sleep_start_hr,sleep_minutesAsleep,sleep_minutesAwake,sleep_awakeningsCount,sleep_timeInBed,sleep_REM,sleep_light,sleep_deep,sleep_start,sleep_efficiency
447,2017-05-22,3180,14097,10.35,22,715,176,55,102,1822,1.15,323.0,69.0,19.0,392.0,48.0,256.0,19.0,01:09,82.0
448,2017-05-23,2710,9198,6.83,14,725,226,43,19,1321,0.53,358.0,69.0,32.0,427.0,51.0,236.0,71.0,00:32,84.0
449,2017-05-24,3582,14806,10.91,21,610,207,66,128,2281,0.4,748.0,149.0,54.0,897.0,97.0,521.0,130.0,00:24,82.0
450,2017-05-25,2980,9702,7.21,18,660,200,48,64,1590,23.77,,,,,,,,23:46,85.0
451,2017-05-26,2539,8079,6.0,11,1249,132,22,37,1043,,,,,,,,,,
452,2017-05-27,1995,77,0.06,0,1370,0,70,0,437,,,,,,,,,,
453,2017-05-28,1631,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
454,2017-05-29,1708,0,0.0,0,1395,45,0,0,128,,,,,,,,,,
455,2017-05-30,1631,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
456,2017-05-31,1725,0,0.0,0,1385,55,0,0,156,,,,,,,,,,
457,2017-04-01,3598,15174,11.53,10,1440,0,0,0,0,,,,,,,,,,
458,2017-04-02,2706,9709,7.21,4,1440,0,0,0,0,,,,,,,,,,
459,2017-04-03,3196,10569,7.74,21,1440,0,0,0,0,,,,,,,,,,
460,2017-04-04,2803,8235,6.12,17,1267,128,23,22,840,,,,,,,,,,
461,2017-04-05,3157,10854,8.12,25,716,232,41,78,1854,0.78,321.0,50.0,2.0,373.0,,,,00:47,87.0
462,2017-04-06,3122,12244,9.1,19,673,242,62,62,1816,0.98,369.0,29.0,1.0,401.0,,,,00:59,93.0
463,2017-04-07,2799,9256,6.88,17,694,228,44,36,1438,0.55,403.0,34.0,1.0,438.0,,,,00:33,92.0
464,2017-04-08,3226,16076,12.03,3,531,309,20,73,1949,0.93,440.0,67.0,3.0,507.0,,,,00:56,87.0
465,2017-04-09,2858,11868,8.82,4,605,173,43,81,1507,1.02,499.0,39.0,3.0,538.0,,,,01:01,93.0
466,2017-04-10,3129,12232,8.98,16,724,173,67,82,1784,1.28,334.0,55.0,6.0,394.0,,,,01:17,86.0
467,2017-04-11,3006,10823,7.2,22,686,242,42,38,1615,0.65,375.0,54.0,2.0,432.0,,,,00:39,87.0
468,2017-04-12,2470,6054,4.59,18,954,84,7,6,425,1.02,354.0,28.0,0.0,389.0,,,,01:01,93.0
469,2017-04-13,2701,11646,8.65,4,1023,153,38,24,990,16.0,192.0,9.0,1.0,202.0,,,,16:00,98.0
470,2017-04-14,2943,15673,11.65,31,595,275,66,35,1675,1.2,945.0,132.0,12.0,1088.0,,,,01:12,88.0
471,2017-04-15,3054,13583,10.09,1,472,211,61,77,1756,23.72,,,,,,,,23:43,87.0
472,2017-04-16,1706,538,0.4,0,902,29,0,0,96,1.58,462.0,41.0,3.0,509.0,,,,01:35,92.0
473,2017-04-17,2954,9409,6.99,18,1131,151,119,39,1596,,,,,,,,,,
474,2017-04-18,2520,7161,5.32,20,826,123,54,35,1056,0.8,370.0,32.0,0.0,402.0,,,,00:48,92.0
475,2017-04-19,3146,11784,8.76,27,675,178,100,72,1831,0.85,361.0,54.0,6.0,415.0,,,,00:51,87.0
476,2017-04-20,3003,9738,7.24,24,707,168,51,75,1602,0.37,389.0,45.0,2.0,439.0,,,,00:22,90.0
477,2017-04-21,3457,13679,10.08,26,619,235,48,111,2185,0.52,384.0,43.0,4.0,427.0,,,,00:31,90.0
478,2017-04-22,3227,15269,11.36,1,606,278,46,73,1914,0.97,378.0,59.0,4.0,437.0,,,,00:58,86.0
479,2017-04-23,3005,9193,6.83,3,475,291,71,15,1714,0.87,538.0,49.0,2.0,588.0,,,,00:52,92.0
480,2017-04-24,3235,11489,8.34,20,758,161,46,108,1882,1.47,325.0,40.0,3.0,367.0,,,,01:28,89.0
481,2017-04-25,3011,11777,8.75,33,1151,157,55,77,1609,,,,,,,,,,
482,2017-04-26,3745,17487,12.97,36,800,122,28,83,1363,0.82,353.0,54.0,3.0,407.0,,,,00:49,87.0
483,2017-04-27,2864,8890,6.61,16,1440,0,0,0,0,,,,,,,,,,
484,2017-04-28,3175,11664,8.67,27,1210,155,37,38,1140,,,,,,,,,,
485,2017-04-29,3351,14101,10.48,7,494,235,82,95,2123,0.7,483.0,51.0,5.0,534.0,,,,00:42,90.0
486,2017-04-30,2797,8989,6.68,17,578,262,32,29,1436,0.08,480.0,59.0,3.0,539.0,,,,00:05,89.0
487,2017-03-01,3197,11026,8.09,21,684,192,36,103,1873,0.72,372.0,53.0,4.0,425.0,,,,00:43,88.0
488,2017-03-02,2884,8461,6.31,16,719,211,45,49,1485,0.67,378.0,33.0,3.0,416.0,,,,00:40,92.0
489,2017-03-03,3718,15026,11.16,32,572,224,61,154,2502,0.5,390.0,35.0,2.0,429.0,,,,00:30,92.0
490,2017-03-04,2810,10921,8.11,27,596,258,22,41,1480,2.32,457.0,65.0,8.0,523.0,,,,02:19,86.0
491,2017-03-05,3066,11419,8.48,30,527,230,94,48,1790,0.58,491.0,50.0,5.0,541.0,,,,00:35,91.0
492,2017-03-06,3132,11430,6.36,19,718,171,61,82,1785,0.85,358.0,46.0,2.0,408.0,,,,00:51,89.0
493,2017-03-07,2735,8390,6.23,20,782,170,34,53,1291,0.97,370.0,27.0,2.0,401.0,,,,00:58,93.0
494,2017-03-08,3236,11067,8.09,19,677,191,76,77,1826,0.63,367.0,49.0,5.0,419.0,,,,00:38,88.0
495,2017-03-09,3034,8756,6.51,19,719,212,44,67,1625,1.18,763.0,97.0,3.0,862.0,,,,01:11,87.0
496,2017-03-10,3201,13432,9.98,23,633,200,53,91,1848,23.83,,,,,,,,23:50,90.0
497,2017-03-11,3236,14333,10.57,4,531,270,40,80,1949,2.9,943.0,107.0,6.0,1055.0,,,,02:54,90.0
498,2017-03-12,2806,11750,8.73,22,609,204,31,60,1456,23.38,,,,,,,,23:23,90.0
499,2017-03-13,3301,10197,7.45,36,739,177,47,96,1907,1.17,321.0,47.0,2.0,381.0,,,,01:10,87.0
500,2017-03-14,2749,8651,6.47,21,747,213,22,45,1334,0.72,369.0,40.0,2.0,413.0,,,,00:43,90.0
501,2017-03-15,3231,11204,8.2,20,686,227,61,81,1915,0.45,349.0,35.0,3.0,385.0,,,,00:27,91.0
502,2017-03-16,2594,7798,5.79,21,799,173,35,23,1141,0.62,362.0,44.0,4.0,410.0,,,,00:37,89.0
503,2017-03-17,3302,12471,9.24,29,659,234,64,74,2000,0.83,355.0,54.0,2.0,409.0,,,,00:50,87.0
504,2017-03-18,2981,13740,10.25,3,536,225,32,74,1640,1.2,511.0,62.0,2.0,573.0,,,,01:12,90.0
505,2017-03-19,2858,11406,8.47,7,488,331,36,17,1572,2.0,511.0,57.0,3.0,568.0,,,,02:00,89.0
506,2017-03-20,3190,13842,10.28,13,610,298,53,69,1974,2.33,357.0,53.0,2.0,410.0,,,,02:20,87.0
507,2017-03-21,2804,10093,7.59,35,810,161,49,51,1378,1.47,323.0,41.0,3.0,369.0,,,,01:28,89.0
508,2017-03-22,2888,9811,7.37,18,721,181,56,58,1543,0.48,373.0,48.0,2.0,424.0,,,,00:29,89.0
509,2017-03-23,3422,12573,9.26,24,643,209,42,120,2120,0.33,389.0,34.0,1.0,426.0,,,,00:20,92.0
510,2017-03-24,3386,14588,10.92,32,581,267,54,84,2128,0.03,398.0,50.0,3.0,454.0,,,,00:02,89.0
511,2017-03-25,3280,15406,11.17,13,542,264,43,86,1990,1.5,463.0,42.0,4.0,505.0,,,,01:30,92.0
512,2017-03-26,2850,10274,7.62,8,653,272,25,33,1525,3.0,420.0,37.0,0.0,457.0,,,,03:00,92.0
513,2017-03-27,5930,21807,16.04,28,719,213,29,88,1790,1.3,348.0,42.0,3.0,391.0,,,,01:18,89.0
514,2017-03-28,2021,4144,3.08,9,928,72,7,12,459,0.52,373.0,48.0,4.0,421.0,,,,00:31,89.0
515,2017-03-29,2756,6500,4.74,10,1195,155,38,52,1298,,,,,,,,,,
516,2017-03-30,2863,8634,6.42,16,751,179,42,62,1439,0.8,369.0,35.0,2.0,406.0,,,,00:48,91.0
517,2017-03-31,3027,13156,9.86,28,886,122,11,17,662,0.77,365.0,39.0,3.0,404.0,,,,00:46,90.0
518,2017-02-01,3390,11291,8.34,25,609,255,44,80,2068,23.8,,,,,,,,23:48,93.0
519,2017-02-02,2888,8129,6.04,20,723,234,38,36,1457,0.75,383.0,20.0,2.0,409.0,,,,00:45,95.0
520,2017-02-03,2763,8670,6.49,24,728,242,13,40,1346,0.72,383.0,29.0,2.0,417.0,,,,00:43,93.0
521,2017-02-04,3095,12147,9.03,25,597,176,69,82,1714,1.6,483.0,33.0,5.0,516.0,,,,01:36,93.0
522,2017-02-05,2417,5248,3.9,6,1116,213,16,8,968,15.45,82.0,5.0,0.0,87.0,,,,15:27,94.0
523,2017-02-06,3339,10260,7.53,27,704,217,53,89,1980,1.25,343.0,34.0,2.0,377.0,,,,01:15,91.0
524,2017-02-07,2359,6792,5.05,29,822,160,11,28,885,0.73,397.0,22.0,8.0,419.0,,,,00:44,95.0
525,2017-02-08,3262,10491,7.72,35,684,213,53,81,1890,0.9,375.0,28.0,3.0,409.0,,,,00:54,93.0
526,2017-02-09,2616,7827,5.82,21,808,177,32,29,1159,1.12,363.0,27.0,2.0,394.0,,,,01:07,93.0
527,2017-02-10,3706,14638,9.61,19,565,270,75,112,2504,0.53,382.0,35.0,2.0,418.0,,,,00:32,92.0
528,2017-02-11,3597,16960,12.69,17,457,194,62,149,2326,0.35,543.0,35.0,3.0,578.0,,,,00:21,94.0
529,2017-02-12,2776,10415,7.87,0,772,129,45,77,1371,5.02,400.0,17.0,1.0,417.0,,,,05:01,96.0
530,2017-02-13,2957,8213,6.24,19,843,93,16,75,1131,1.67,380.0,32.0,2.0,413.0,,,,01:40,92.0
531,2017-02-14,3199,13906,10.53,33,1440,0,0,0,0,,,,,,,,,,
532,2017-02-15,3195,11625,8.54,18,1440,0,0,0,0,,,,,,,,,,
533,2017-02-16,2542,7871,5.85,17,1310,107,10,13,583,,,,,,,,,,
534,2017-02-17,3636,20389,15.29,19,365,252,87,121,2464,0.8,560.0,54.0,5.0,615.0,,,,00:48,91.0
535,2017-02-18,3185,13515,10.04,12,499,273,68,60,1937,0.55,503.0,37.0,2.0,540.0,,,,00:33,93.0
536,2017-02-19,2911,11770,8.75,6,592,164,66,65,1538,0.48,498.0,53.0,1.0,553.0,,,,00:29,90.0
537,2017-02-20,3215,12369,7.23,20,1076,227,55,82,1893,,,,,,,,,,
538,2017-02-21,2931,11304,8.4,26,747,191,45,53,1496,0.9,362.0,41.0,1.0,404.0,,,,00:54,90.0
539,2017-02-22,2636,10152,7.54,21,832,118,76,23,1063,0.88,348.0,43.0,2.0,391.0,,,,00:53,89.0
540,2017-02-23,2812,8263,6.14,19,993,175,30,52,1257,4.43,186.0,2.0,0.0,190.0,,,,04:26,99.0
541,2017-02-24,3403,14536,10.72,34,677,197,44,114,2054,0.68,358.0,43.0,4.0,408.0,,,,00:41,89.0
542,2017-02-25,3499,14263,10.5,10,514,244,22,117,2187,2.02,490.0,52.0,1.0,543.0,,,,02:01,91.0
543,2017-02-26,2544,7059,5.24,6,660,248,25,10,1161,0.63,450.0,47.0,2.0,497.0,,,,00:38,91.0
544,2017-02-27,3418,10798,7.89,22,678,161,57,127,2067,0.6,372.0,45.0,4.0,417.0,,,,00:36,89.0
545,2017-02-28,2811,8882,6.6,21,748,204,43,45,1403,0.97,349.0,45.0,2.0,400.0,,,,00:58,89.0
546,2017-01-01,2714,7251,5.39,2,589,299,40,7,1398,2.78,473.0,32.0,2.0,505.0,,,,02:47,94.0
547,2017-01-02,2664,8653,6.43,14,718,197,44,42,1278,1.9,418.0,21.0,2.0,439.0,,,,01:54,95.0
548,2017-01-03,3324,14282,11.23,22,838,99,21,10,578,2.13,441.0,31.0,3.0,472.0,,,,02:08,93.0
549,2017-01-04,3187,13164,9.82,8,1440,0,0,0,0,,,,,,,,,,
550,2017-01-05,2381,6450,4.79,3,1440,0,0,0,0,,,,,,,,,,
551,2017-01-06,2535,6225,4.63,7,1440,0,0,0,0,,,,,,,,,,
552,2017-01-07,3318,12531,9.31,2,1440,0,0,0,0,,,,,,,,,,
553,2017-01-08,2190,3341,2.48,0,1440,0,0,0,0,,,,,,,,,,
554,2017-01-09,3325,11518,8.4,24,1200,149,29,62,1298,,,,,,,,,,
555,2017-01-10,2806,8637,6.42,18,772,191,41,50,1365,1.07,358.0,28.0,2.0,386.0,,,,01:04,93.0
556,2017-01-11,4124,20285,14.87,25,608,128,92,213,2842,0.78,370.0,28.0,2.0,399.0,,,,00:47,93.0
557,2017-01-12,3140,15170,11.24,34,679,241,33,69,1772,0.7,395.0,23.0,2.0,418.0,,,,00:42,94.0
558,2017-01-13,3532,17417,12.94,32,561,305,82,73,2336,0.88,382.0,37.0,4.0,419.0,,,,00:53,91.0
559,2017-01-14,3361,14911,11.36,6,518,243,57,108,2115,1.15,487.0,27.0,3.0,514.0,,,,01:09,95.0
560,2017-01-15,1921,2213,1.64,0,1349,91,0,0,378,,,,,,,,,,
561,2017-01-16,3316,11349,8.21,22,725,193,41,113,1957,0.9,341.0,24.0,3.0,368.0,,,,00:54,93.0
562,2017-01-17,2790,7971,5.92,30,753,161,46,58,1360,0.58,397.0,24.0,2.0,422.0,,,,00:35,94.0
563,2017-01-18,3148,9539,6.95,19,811,135,34,44,1197,0.3,385.0,29.0,2.0,416.0,,,,00:18,93.0
564,2017-01-19,2926,9342,6.94,23,1440,0,0,0,0,,,,,,,,,,
565,2017-01-20,3551,13644,10.15,25,1440,0,0,0,0,,,,,,,,,,
566,2017-01-21,3269,12439,9.24,7,1440,0,0,0,0,,,,,,,,,,
567,2017-01-22,1905,1792,1.33,0,1440,0,0,0,0,,,,,,,,,,
568,2017-01-23,3020,9154,6.7,22,1440,0,0,0,0,,,,,,,,,,
569,2017-01-24,2614,7597,5.64,18,1218,163,23,36,1095,,,,,,,,,,
570,2017-01-25,3590,14150,10.48,38,637,205,59,123,2244,0.62,391.0,23.0,3.0,416.0,,,,00:37,94.0
571,2017-01-26,2837,9659,7.22,23,727,198,23,62,1399,0.67,404.0,26.0,1.0,430.0,,,,00:40,94.0
572,2017-01-27,3097,11340,8.47,16,688,251,36,59,1737,0.85,381.0,22.0,1.0,406.0,,,,00:51,95.0
573,2017-01-28,3530,16206,12.18,16,503,162,80,141,2237,0.4,522.0,32.0,2.0,554.0,,,,00:24,94.0
574,2017-01-29,3892,17203,12.78,5,612,243,96,148,2685,5.2,324.0,17.0,2.0,341.0,,,,05:12,95.0
575,2017-01-30,3054,9977,7.54,24,904,92,6,12,542,0.52,397.0,26.0,2.0,426.0,,,,00:31,94.0
576,2017-01-31,2844,8096,6.09,15,1266,137,18,7,759,,433.0,31.0,2.0,464.0,,,,,
577,2016-12-01,2879,11290,8.39,33,706,216,35,49,1498,0.33,410.0,23.0,2.0,434.0,,,,00:20,95.0
578,2016-12-02,3130,15060,11.3,28,629,275,51,46,1836,0.2,398.0,41.0,4.0,439.0,,,,00:12,91.0
579,2016-12-03,2969,14260,10.92,1,576,198,30,86,1620,0.48,501.0,49.0,4.0,550.0,,,,00:29,91.0
580,2016-12-04,2186,3164,2.35,0,889,176,0,0,675,1.87,350.0,18.0,2.0,375.0,,,,01:52,95.0
581,2016-12-05,3301,13053,9.55,24,663,266,53,71,2036,1.08,358.0,28.0,2.0,387.0,,,,01:05,93.0
582,2016-12-06,3155,12254,9.1,2,504,354,35,32,1918,1.15,486.0,29.0,1.0,515.0,,,,01:09,94.0
583,2016-12-07,3084,10920,7.98,26,968,61,21,17,520,1.32,349.0,24.0,1.0,373.0,,,,01:19,94.0
584,2016-12-08,2816,8841,6.57,1,755,344,17,3,1477,4.43,300.0,21.0,1.0,321.0,,,,04:26,93.0
585,2016-12-09,2878,11745,8.82,17,754,207,19,70,1492,1.13,364.0,25.0,2.0,390.0,,,,01:08,94.0
586,2016-12-10,2596,7830,5.82,4,587,268,24,14,1209,2.02,504.0,43.0,4.0,547.0,,,,02:01,93.0
587,2016-12-11,2791,10641,7.91,6,627,248,47,34,1466,2.55,462.0,22.0,2.0,484.0,,,,02:33,95.0
588,2016-12-12,2745,11407,8.48,31,750,258,11,22,1357,0.8,360.0,35.0,3.0,399.0,,,,00:48,91.0
589,2016-12-13,2888,12086,8.98,21,733,212,50,50,1521,0.82,375.0,20.0,1.0,395.0,,,,00:49,95.0
590,2016-12-14,3255,11806,8.74,28,686,227,37,86,1890,0.73,383.0,19.0,2.0,404.0,,,,00:44,95.0
591,2016-12-15,2507,7486,5.56,20,770,171,25,26,1034,0.53,823.0,71.0,5.0,896.0,,,,00:32,93.0
592,2016-12-16,2454,8344,6.39,17,773,194,6,20,1003,23.45,,,,,,,,23:27,92.0
593,2016-12-17,3373,14747,11.0,9,563,217,76,105,2096,1.28,459.0,20.0,1.0,479.0,,,,01:17,96.0
594,2016-12-18,2834,9747,7.24,3,490,332,19,14,1540,1.27,552.0,33.0,1.0,585.0,,,,01:16,95.0
595,2016-12-19,3333,11815,8.68,22,734,242,44,88,2015,1.23,301.0,29.0,3.0,332.0,,,,01:14,91.0
596,2016-12-20,2653,8190,6.09,18,740,252,14,26,1260,0.72,376.0,26.0,4.0,408.0,,,,00:43,94.0
597,2016-12-21,2391,8300,5.96,12,831,189,18,15,959,1.02,366.0,18.0,4.0,387.0,,,,01:01,95.0
598,2016-12-22,2975,15762,11.71,10,1361,69,2,8,354,,,,,,,,,,
599,2016-12-23,3259,13727,10.2,39,1440,0,0,0,0,,,,,,,,,,
600,2016-12-24,3102,9132,6.79,6,1440,0,0,0,0,,,,,,,,,,
601,2016-12-25,2268,3624,2.69,1,1440,0,0,0,0,,,,,,,,,,
602,2016-12-26,2982,9143,6.79,6,1440,0,0,0,0,,,,,,,,,,
603,2016-12-27,2606,7115,5.33,3,1440,0,0,0,0,,,,,,,,,,
604,2016-12-28,2653,6815,5.06,2,890,241,18,16,1212,5.18,256.0,19.0,2.0,275.0,,,,05:11,93.0
605,2016-12-29,2499,6769,5.06,11,746,208,21,17,1057,0.9,404.0,40.0,4.0,448.0,,,,00:54,91.0
606,2016-12-30,2640,9442,7.02,22,743,226,12,24,1226,1.07,399.0,30.0,3.0,435.0,,,,01:04,93.0
607,2016-12-31,2356,7120,5.29,13,752,212,6,3,917,1.82,421.0,46.0,5.0,467.0,,,,01:49,90.0
608,2016-11-01,2399,5442,4.04,0,689,264,5,3,996,2.55,438.0,39.0,5.0,479.0,,,,02:33,92.0
609,2016-11-02,2874,10566,7.75,26,756,204,53,30,1454,0.97,371.0,24.0,1.0,397.0,,,,00:58,94.0
610,2016-11-03,2412,7906,5.87,14,852,186,6,18,943,1.27,348.0,28.0,2.0,378.0,,,,01:16,93.0
611,2016-11-04,2589,10025,7.45,18,1199,191,32,18,1153,,,,,,,,,,
612,2016-11-05,3462,13165,9.55,4,599,255,109,73,2213,4.48,373.0,31.0,3.0,404.0,,,,04:29,92.0
613,2016-11-06,1827,1553,1.15,0,901,75,0,0,266,1.73,409.0,55.0,3.0,464.0,,,,01:44,88.0
614,2016-11-07,1821,0,0.0,0,1380,0,60,0,256,,,,,,,,,,
615,2016-11-08,2572,8770,6.52,24,1194,195,26,25,1147,,,,,,,,,,
616,2016-11-09,2613,7723,5.74,0,573,281,33,4,1257,1.85,530.0,19.0,1.0,549.0,,,,01:51,97.0
617,2016-11-10,2794,9783,7.32,25,779,318,17,15,1464,3.85,286.0,19.0,2.0,311.0,,,,03:51,95.0
618,2016-11-11,2729,9815,7.48,25,732,249,16,27,1344,0.72,389.0,25.0,3.0,416.0,,,,00:43,94.0
619,2016-11-12,3551,16003,11.78,12,494,286,56,93,2293,1.07,460.0,51.0,5.0,511.0,,,,01:04,90.0
620,2016-11-13,2565,9403,6.99,4,767,212,44,14,1184,4.4,373.0,30.0,4.0,403.0,,,,04:24,91.0
621,2016-11-14,2892,10760,7.9,22,736,189,40,55,1495,0.63,392.0,26.0,2.0,420.0,,,,00:38,94.0
622,2016-11-15,2674,8813,6.55,22,725,239,29,21,1297,0.52,385.0,39.0,4.0,426.0,,,,00:31,91.0
623,2016-11-16,3181,13385,9.74,36,714,129,54,115,1785,0.48,403.0,21.0,2.0,428.0,,,,00:29,95.0
624,2016-11-17,2487,8034,5.97,22,811,175,16,23,1008,0.78,393.0,20.0,2.0,415.0,,,,00:47,95.0
625,2016-11-18,2784,11433,8.49,23,918,107,6,14,582,1.17,349.0,44.0,3.0,395.0,,,,01:10,89.0
626,2016-11-19,3142,14133,10.51,5,1440,0,0,0,0,,,,,,,,,,
627,2016-11-20,2760,8915,6.62,2,1096,325,18,1,1359,,,,,,,,,,
628,2016-11-21,2997,10958,8.01,20,739,227,34,57,1636,1.23,345.0,36.0,4.0,383.0,,,,01:14,91.0
629,2016-11-22,2535,8675,6.45,21,789,211,10,22,1104,0.73,396.0,11.0,2.0,408.0,,,,00:44,97.0
630,2016-11-23,3505,17287,12.79,27,634,215,35,126,2172,0.57,818.0,65.0,6.0,886.0,,,,00:34,95.0
631,2016-11-24,2801,9860,7.33,23,689,221,37,38,1420,23.62,,,,,,,,23:37,91.0
632,2016-11-25,2987,12903,9.9,21,679,251,50,38,1654,0.53,388.0,31.0,1.0,422.0,,,,00:32,93.0
633,2016-11-26,3078,8757,6.26,4,559,314,37,36,1780,1.12,884.0,38.0,1.0,929.0,,,,01:07,97.0
634,2016-11-27,2567,5432,4.04,3,714,243,41,7,1189,23.97,,,,,,,,23:58,95.0
635,2016-11-28,3101,12235,9.0,24,682,290,26,52,1776,0.97,367.0,23.0,1.0,390.0,,,,00:58,94.0
636,2016-11-29,2548,8194,6.09,20,756,218,12,25,1099,0.47,387.0,39.0,5.0,429.0,,,,00:28,91.0
637,2016-11-30,3220,12775,7.99,28,679,237,41,75,1849,0.62,369.0,39.0,4.0,408.0,,,,00:37,90.0
638,2016-10-01,2349,0,0.0,0,1370,0,0,70,795,,,,,,,,,,
639,2016-10-02,1634,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
640,2016-10-03,1787,0,0.0,0,1410,0,30,0,188,,,,,,,,,,
641,2016-10-04,1634,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
642,2016-10-05,1804,0,0.0,0,1380,0,60,0,239,,,,,,,,,,
643,2016-10-06,1634,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
644,2016-10-07,1634,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
645,2016-10-08,1634,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
646,2016-10-09,1634,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
647,2016-10-10,1636,0,0.0,0,1440,0,0,0,0,,,,,,,,,,
648,2016-10-11,2834,13221,9.82,19,804,179,41,53,1399,3.93,337.0,24.0,2.0,363.0,,,,03:56,93.0
649,2016-10-12,2644,8495,6.31,1,571,316,17,2,1288,0.83,500.0,34.0,2.0,534.0,,,,00:50,94.0
650,2016-10-13,2654,10024,7.64,21,766,217,27,32,1265,1.02,366.0,31.0,2.0,398.0,,,,01:01,92.0
651,2016-10-14,3223,13912,10.19,22,584,230,69,80,1941,0.48,927.0,102.0,7.0,1030.0,,,,00:29,87.0
652,2016-10-15,3335,16873,12.54,6,399,267,55,87,2068,23.27,567.0,43.0,4.0,615.0,,,,23:16,92.0
653,2016-10-16,2253,5100,3.79,0,604,223,0,0,825,23.75,73.0,4.0,1.0,77.0,,,,23:45,93.0
654,2016-10-17,2592,9926,7.42,19,1210,179,15,36,1133,,,,,,,,,,
655,2016-10-18,2564,9908,7.36,23,753,239,6,15,1145,0.53,389.0,36.0,2.0,427.0,,,,00:32,92.0
656,2016-10-19,3338,15648,10.0,26,640,236,69,74,2019,0.65,400.0,20.0,1.0,421.0,,,,00:39,95.0
657,2016-10-20,2816,9691,7.2,22,782,180,31,56,1402,1.23,364.0,23.0,2.0,391.0,,,,01:14,94.0
658,2016-10-21,2887,12467,9.31,18,709,211,33,63,1512,0.78,395.0,29.0,1.0,424.0,,,,00:47,93.0
659,2016-10-22,3622,22578,16.78,4,507,268,89,96,2432,4.62,447.0,33.0,1.0,480.0,,,,04:37,93.0
660,2016-10-23,2366,5862,4.36,19,710,179,32,9,915,0.47,486.0,22.0,1.0,510.0,,,,00:28,96.0
661,2016-10-24,3011,10906,7.95,20,652,219,64,51,1670,0.12,405.0,41.0,5.0,454.0,,,,00:07,91.0
662,2016-10-25,2525,8375,6.22,16,774,208,17,19,1072,0.65,387.0,33.0,2.0,422.0,,,,00:39,92.0
663,2016-10-26,2937,11268,8.26,12,732,179,51,63,1533,0.63,392.0,22.0,2.0,415.0,,,,00:38,95.0
664,2016-10-27,2682,9590,7.13,15,754,222,40,26,1288,0.65,369.0,28.0,3.0,398.0,,,,00:39,93.0
665,2016-10-28,3027,14417,10.71,19,708,292,37,35,1695,1.53,867.0,50.0,4.0,917.0,,,,01:32,93.0
666,2016-10-29,3139,11761,8.94,4,416,219,52,75,1778,23.92,123.0,6.0,0.0,129.0,,,,23:55,95.0
667,2016-10-30,3308,14769,10.97,2,458,354,79,17,2047,1.7,496.0,33.0,3.0,532.0,,,,01:42,94.0
668,2016-10-31,3004,12367,9.07,29,724,223,37,42,1595,0.68,378.0,29.0,4.0,414.0,,,,00:41,93.0
669,2016-09-01,2303,4821,3.58,1,758,167,6,5,841,2.57,448.0,56.0,3.0,504.0,,,,02:34,87.0
670,2016-09-02,2550,8569,6.37,1,1025,277,7,0,1125,2.35,114.0,17.0,4.0,131.0,,,,02:21,87.0
671,2016-09-03,3041,16839,12.56,14,576,292,78,10,1757,1.25,437.0,45.0,3.0,484.0,,,,01:15,91.0
672,2016-09-04,2741,11201,8.32,22,566,346,8,19,1439,1.25,465.0,36.0,1.0,501.0,,,,01:15,93.0
673,2016-09-05,3032,16742,12.44,46,717,319,37,26,1711,0.75,320.0,21.0,3.0,341.0,,,,00:45,94.0
674,2016-09-06,2593,9989,8.47,37,819,140,16,45,1068,0.37,375.0,45.0,2.0,420.0,,,,00:22,89.0
